year,lake,species,grand_total,comments,region,values
1961,Erie,Blue Pike,2,,Canada (ONT),0
1962,Erie,Blue Pike,1,,Michigan (MI),
1962,Erie,Blue Pike,1,,New York (NY),0
1962,Erie,Blue Pike,1,,Ohio (OH),0
1962,Erie,Blue Pike,1,,Pennsylvania (PA),1
1962,Erie,Blue Pike,1,,U.S. Total,1
1962,Erie,Blue Pike,1,,Canada (ONT),0
1963,Erie,Blue Pike,0,,Michigan (MI),
1963,Erie,Blue Pike,0,,New York (NY),0
1963,Erie,Blue Pike,0,,Ohio (OH),0
1963,Erie,Blue Pike,0,,Pennsylvania (PA),0
1963,Erie,Blue Pike,0,,U.S. Total,0
1963,Erie,Blue Pike,0,,Canada (ONT),0
1964,Erie,Blue Pike,0,,Michigan (MI),
1964,Erie,Blue Pike,0,,New York (NY),0
1964,Erie,Blue Pike,0,,Ohio (OH),0
1964,Erie,Blue Pike,0,,Pennsylvania (PA),0
1964,Erie,Blue Pike,0,,U.S. Total,0
1964,Erie,Blue Pike,0,,Canada (ONT),0
1965,Erie,Blue Pike,0,,Michigan (MI),
1965,Erie,Blue Pike,0,,New York (NY),
1965,Erie,Blue Pike,0,,Ohio (OH),0
1965,Erie,Blue Pike,0,,Pennsylvania (PA),
1965,Erie,Blue Pike,0,,U.S. Total,0
1965,Erie,Blue Pike,0,,Canada (ONT),
1966,Erie,Blue Pike,0,,Michigan (MI),
1966,Erie,Blue Pike,0,,New York (NY),
1966,Erie,Blue Pike,0,,Ohio (OH),0
1966,Erie,Blue Pike,0,,Pennsylvania (PA),0
1966,Erie,Blue Pike,0,,U.S. Total,0
1966,Erie,Blue Pike,0,,Canada (ONT),
1967,Erie,Blue Pike,0,OH:Fishery closed.,Michigan (MI),
1967,Erie,Blue Pike,0,OH:Fishery closed.,New York (NY),0
1967,Erie,Blue Pike,0,OH:Fishery closed.,Ohio (OH),0
1967,Erie,Blue Pike,0,OH:Fishery closed.,Pennsylvania (PA),0
1967,Erie,Blue Pike,0,OH:Fishery closed.,U.S. Total,0
1967,Erie,Blue Pike,0,OH:Fishery closed.,Canada (ONT),
1968,Erie,Blue Pike,0,,Michigan (MI),
1968,Erie,Blue Pike,0,,New York (NY),0
1968,Erie,Blue Pike,0,,Ohio (OH),
1968,Erie,Blue Pike,0,,Pennsylvania (PA),0
1968,Erie,Blue Pike,0,,U.S. Total,0
1968,Erie,Blue Pike,0,,Canada (ONT),
1969,Erie,Blue Pike,0,,Michigan (MI),
1969,Erie,Blue Pike,0,,New York (NY),0
1969,Erie,Blue Pike,0,,Ohio (OH),
1969,Erie,Blue Pike,0,,Pennsylvania (PA),0
1969,Erie,Blue Pike,0,,U.S. Total,0
1969,Erie,Blue Pike,0,,Canada (ONT),
1970,Erie,Blue Pike,0,,Michigan (MI),
1970,Erie,Blue Pike,0,,New York (NY),0
1970,Erie,Blue Pike,0,,Ohio (OH),
1970,Erie,Blue Pike,0,,Pennsylvania (PA),0
1970,Erie,Blue Pike,0,,U.S. Total,0
1970,Erie,Blue Pike,0,,Canada (ONT),
1971,Erie,Blue Pike,0,,Michigan (MI),
1971,Erie,Blue Pike,0,,New York (NY),
1971,Erie,Blue Pike,0,,Ohio (OH),
1971,Erie,Blue Pike,0,,Pennsylvania (PA),0
1971,Erie,Blue Pike,0,,U.S. Total,0
1971,Erie,Blue Pike,0,,Canada (ONT),
1978,Erie,Bowfin,25,,Michigan (MI),0
1978,Erie,Bowfin,25,,New York (NY),0
1978,Erie,Bowfin,25,,Ohio (OH),0
1978,Erie,Bowfin,25,,Pennsylvania (PA),0
1978,Erie,Bowfin,25,,U.S. Total,0
1978,Erie,Bowfin,25,,Canada (ONT),25
1979,Erie,Bowfin,27,,Michigan (MI),0
1979,Erie,Bowfin,27,,New York (NY),0
1979,Erie,Bowfin,27,,Ohio (OH),0
1979,Erie,Bowfin,27,,Pennsylvania (PA),0
1979,Erie,Bowfin,27,,U.S. Total,0
1979,Erie,Bowfin,27,,Canada (ONT),27
1980,Erie,Bowfin,15,,Michigan (MI),0
1980,Erie,Bowfin,15,,New York (NY),0
1980,Erie,Bowfin,15,,Ohio (OH),0
1980,Erie,Bowfin,15,,Pennsylvania (PA),0
1980,Erie,Bowfin,15,,U.S. Total,0
1980,Erie,Bowfin,15,,Canada (ONT),15
1981,Erie,Bowfin,37,,Michigan (MI),0
1981,Erie,Bowfin,37,,New York (NY),0
1981,Erie,Bowfin,37,,Ohio (OH),0
1981,Erie,Bowfin,37,,Pennsylvania (PA),0
1981,Erie,Bowfin,37,,U.S. Total,0
1981,Erie,Bowfin,37,,Canada (ONT),37
1982,Erie,Bowfin,23,,Michigan (MI),0
1982,Erie,Bowfin,23,,New York (NY),0
1982,Erie,Bowfin,23,,Ohio (OH),0
1982,Erie,Bowfin,23,,Pennsylvania (PA),0
1982,Erie,Bowfin,23,,U.S. Total,0
1982,Erie,Bowfin,23,,Canada (ONT),23
1983,Erie,Bowfin,82,,Michigan (MI),0
1983,Erie,Bowfin,82,,New York (NY),0
1983,Erie,Bowfin,82,,Ohio (OH),0
1983,Erie,Bowfin,82,,Pennsylvania (PA),0
1983,Erie,Bowfin,82,,U.S. Total,0
1983,Erie,Bowfin,82,,Canada (ONT),82
1984,Erie,Bowfin,24,,Michigan (MI),0
1984,Erie,Bowfin,24,,New York (NY),0
1984,Erie,Bowfin,24,,Ohio (OH),0
1984,Erie,Bowfin,24,,Pennsylvania (PA),0
1984,Erie,Bowfin,24,,U.S. Total,0
1984,Erie,Bowfin,24,,Canada (ONT),24
1985,Erie,Bowfin,0,,Michigan (MI),0
1985,Erie,Bowfin,0,,New York (NY),0
1985,Erie,Bowfin,0,,Ohio (OH),0
1985,Erie,Bowfin,0,,Pennsylvania (PA),0
1985,Erie,Bowfin,0,,U.S. Total,0
1985,Erie,Bowfin,0,,Canada (ONT),0
1986,Erie,Bowfin,0,,Michigan (MI),0
1986,Erie,Bowfin,0,,New York (NY),0
1986,Erie,Bowfin,0,,Ohio (OH),0
1986,Erie,Bowfin,0,,Pennsylvania (PA),0
1986,Erie,Bowfin,0,,U.S. Total,0
1986,Erie,Bowfin,0,,Canada (ONT),0
1987,Erie,Bowfin,0,,Michigan (MI),0
1987,Erie,Bowfin,0,,New York (NY),0
1987,Erie,Bowfin,0,,Ohio (OH),0
1987,Erie,Bowfin,0,,Pennsylvania (PA),0
1987,Erie,Bowfin,0,,U.S. Total,0
1987,Erie,Bowfin,0,,Canada (ONT),0
1988,Erie,Bowfin,0,,Michigan (MI),0
1988,Erie,Bowfin,0,,New York (NY),0
1988,Erie,Bowfin,0,,Ohio (OH),0
1988,Erie,Bowfin,0,,Pennsylvania (PA),0
1988,Erie,Bowfin,0,,U.S. Total,0
1988,Erie,Bowfin,0,,Canada (ONT),0
1989,Erie,Bowfin,0,,Michigan (MI),0
1989,Erie,Bowfin,0,,New York (NY),0
1989,Erie,Bowfin,0,,Ohio (OH),0
1989,Erie,Bowfin,0,,Pennsylvania (PA),0
1989,Erie,Bowfin,0,,U.S. Total,0
1989,Erie,Bowfin,0,,Canada (ONT),0
1990,Erie,Bowfin,12,,Michigan (MI),0
1990,Erie,Bowfin,12,,New York (NY),0
1990,Erie,Bowfin,12,,Ohio (OH),0
1990,Erie,Bowfin,12,,Pennsylvania (PA),0
1990,Erie,Bowfin,12,,U.S. Total,0
1990,Erie,Bowfin,12,,Canada (ONT),12
1991,Erie,Bowfin,0,,Michigan (MI),0
1991,Erie,Bowfin,0,,New York (NY),0
1991,Erie,Bowfin,0,,Ohio (OH),0
1991,Erie,Bowfin,0,,Pennsylvania (PA),0
1991,Erie,Bowfin,0,,U.S. Total,0
1991,Erie,Bowfin,0,,Canada (ONT),0
1992,Erie,Bowfin,0,,Michigan (MI),0
1992,Erie,Bowfin,0,,New York (NY),0
1992,Erie,Bowfin,0,,Ohio (OH),0
1992,Erie,Bowfin,0,,Pennsylvania (PA),0
1992,Erie,Bowfin,0,,U.S. Total,0
1992,Erie,Bowfin,0,,Canada (ONT),0
1993,Erie,Bowfin,0,,Michigan (MI),0
1993,Erie,Bowfin,0,,New York (NY),0
1993,Erie,Bowfin,0,,Ohio (OH),0
1993,Erie,Bowfin,0,,Pennsylvania (PA),0
1993,Erie,Bowfin,0,,U.S. Total,0
1993,Erie,Bowfin,0,,Canada (ONT),0
1994,Erie,Bowfin,0,,Michigan (MI),0
1994,Erie,Bowfin,0,,New York (NY),0
1994,Erie,Bowfin,0,,Ohio (OH),0
1994,Erie,Bowfin,0,,Pennsylvania (PA),0
1994,Erie,Bowfin,0,,U.S. Total,0
1994,Erie,Bowfin,0,,Canada (ONT),0
1995,Erie,Bowfin,0,,Michigan (MI),0
1995,Erie,Bowfin,0,,New York (NY),0
1995,Erie,Bowfin,0,,Ohio (OH),0
1995,Erie,Bowfin,0,,Pennsylvania (PA),0
1995,Erie,Bowfin,0,,U.S. Total,0
1995,Erie,Bowfin,0,,Canada (ONT),0
1996,Erie,Bowfin,0,,Michigan (MI),0
1996,Erie,Bowfin,0,,New York (NY),0
1996,Erie,Bowfin,0,,Ohio (OH),0
1996,Erie,Bowfin,0,,Pennsylvania (PA),0
1996,Erie,Bowfin,0,,U.S. Total,0
1996,Erie,Bowfin,0,,Canada (ONT),0
1997,Erie,Bowfin,0,ONT: Data is Processor weight (thousands of pounds),Michigan (MI),0
1997,Erie,Bowfin,0,ONT: Data is Processor weight (thousands of pounds),New York (NY),0
1997,Erie,Bowfin,0,ONT: Data is Processor weight (thousands of pounds),Ohio (OH),0
1997,Erie,Bowfin,0,ONT: Data is Processor weight (thousands of pounds),Pennsylvania (PA),0
1997,Erie,Bowfin,0,ONT: Data is Processor weight (thousands of pounds),U.S. Total,0
1997,Erie,Bowfin,0,ONT: Data is Processor weight (thousands of pounds),Canada (ONT),0
1998,Erie,Bowfin,33,,Michigan (MI),0
1998,Erie,Bowfin,33,,New York (NY),0
1998,Erie,Bowfin,33,,Ohio (OH),0
1998,Erie,Bowfin,33,,Pennsylvania (PA),0
1998,Erie,Bowfin,33,,U.S. Total,0
1998,Erie,Bowfin,33,,Canada (ONT),33
1999,Erie,Bowfin,43,,Michigan (MI),0
1999,Erie,Bowfin,43,,New York (NY),0
1999,Erie,Bowfin,43,,Ohio (OH),0
1999,Erie,Bowfin,43,,Pennsylvania (PA),0
1999,Erie,Bowfin,43,,U.S. Total,0
1999,Erie,Bowfin,43,,Canada (ONT),43
2000,Erie,Bowfin,,,Michigan (MI),
2000,Erie,Bowfin,,,New York (NY),
2000,Erie,Bowfin,,,Ohio (OH),
2000,Erie,Bowfin,,,Pennsylvania (PA),
2000,Erie,Bowfin,,,U.S. Total,
2000,Erie,Bowfin,,,Canada (ONT),
2001,Erie,Bowfin,,,Michigan (MI),
2001,Erie,Bowfin,,,New York (NY),
2001,Erie,Bowfin,,,Ohio (OH),
2001,Erie,Bowfin,,,Pennsylvania (PA),
2001,Erie,Bowfin,,,U.S. Total,
2001,Erie,Bowfin,,,Canada (ONT),
2002,Erie,Bowfin,,,Michigan (MI),
2002,Erie,Bowfin,,,New York (NY),
2002,Erie,Bowfin,,,Ohio (OH),
2002,Erie,Bowfin,,,Pennsylvania (PA),
2002,Erie,Bowfin,,,U.S. Total,
2002,Erie,Bowfin,,,Canada (ONT),
2003,Erie,Bowfin,,,Michigan (MI),
2003,Erie,Bowfin,,,New York (NY),
2003,Erie,Bowfin,,,Ohio (OH),
2003,Erie,Bowfin,,,Pennsylvania (PA),
2003,Erie,Bowfin,,,U.S. Total,
2003,Erie,Bowfin,,,Canada (ONT),
2004,Erie,Bowfin,,,Michigan (MI),
2004,Erie,Bowfin,,,New York (NY),
2004,Erie,Bowfin,,,Ohio (OH),
2004,Erie,Bowfin,,,Pennsylvania (PA),
2004,Erie,Bowfin,,,U.S. Total,
2004,Erie,Bowfin,,,Canada (ONT),
2005,Erie,Bowfin,,,Michigan (MI),
2005,Erie,Bowfin,,,New York (NY),
2005,Erie,Bowfin,,,Ohio (OH),
2005,Erie,Bowfin,,,Pennsylvania (PA),
2005,Erie,Bowfin,,,U.S. Total,
2005,Erie,Bowfin,,,Canada (ONT),
2006,Erie,Bowfin,,,Michigan (MI),
2006,Erie,Bowfin,,,New York (NY),
2006,Erie,Bowfin,,,Ohio (OH),
2006,Erie,Bowfin,,,Pennsylvania (PA),
2006,Erie,Bowfin,,,U.S. Total,
2006,Erie,Bowfin,,,Canada (ONT),
2007,Erie,Bowfin,,,Michigan (MI),
2007,Erie,Bowfin,,,New York (NY),
2007,Erie,Bowfin,,,Ohio (OH),
2007,Erie,Bowfin,,,Pennsylvania (PA),
2007,Erie,Bowfin,,,U.S. Total,
2007,Erie,Bowfin,,,Canada (ONT),
2008,Erie,Bowfin,,,Michigan (MI),
2008,Erie,Bowfin,,,New York (NY),
2008,Erie,Bowfin,,,Ohio (OH),
2008,Erie,Bowfin,,,Pennsylvania (PA),
2008,Erie,Bowfin,,,U.S. Total,
2008,Erie,Bowfin,,,Canada (ONT),
2009,Erie,Bowfin,,,Michigan (MI),
2009,Erie,Bowfin,,,New York (NY),
2009,Erie,Bowfin,,,Ohio (OH),
2009,Erie,Bowfin,,,Pennsylvania (PA),
2009,Erie,Bowfin,,,U.S. Total,
2009,Erie,Bowfin,,,Canada (ONT),
2010,Erie,Bowfin,0,,Michigan (MI),
2010,Erie,Bowfin,0,,New York (NY),
2010,Erie,Bowfin,0,,Ohio (OH),
2010,Erie,Bowfin,0,,Pennsylvania (PA),
2010,Erie,Bowfin,0,,U.S. Total,
2010,Erie,Bowfin,0,,Canada (ONT),0
2011,Erie,Bowfin,0,,Michigan (MI),
2011,Erie,Bowfin,0,,New York (NY),
2011,Erie,Bowfin,0,,Ohio (OH),
2011,Erie,Bowfin,0,,Pennsylvania (PA),
2011,Erie,Bowfin,0,,U.S. Total,
2011,Erie,Bowfin,0,,Canada (ONT),0
2012,Erie,Bowfin,19,,Michigan (MI),2
2012,Erie,Bowfin,19,,New York (NY),
2012,Erie,Bowfin,19,,Ohio (OH),
2012,Erie,Bowfin,19,,Pennsylvania (PA),
2012,Erie,Bowfin,19,,U.S. Total,2
2012,Erie,Bowfin,19,,Canada (ONT),17
2013,Erie,Bowfin,,,Michigan (MI),
2013,Erie,Bowfin,,,New York (NY),
2013,Erie,Bowfin,,,Ohio (OH),
2013,Erie,Bowfin,,,Pennsylvania (PA),
2013,Erie,Bowfin,,,U.S. Total,
2013,Erie,Bowfin,,,Canada (ONT),
2014,Erie,Bowfin,0,,Michigan (MI),0
2014,Erie,Bowfin,0,,New York (NY),
2014,Erie,Bowfin,0,,Ohio (OH),
2014,Erie,Bowfin,0,,Pennsylvania (PA),
2014,Erie,Bowfin,0,,U.S. Total,0
2014,Erie,Bowfin,0,,Canada (ONT),
2015,Erie,Bowfin,0,,Michigan (MI),0
2015,Erie,Bowfin,0,,New York (NY),
2015,Erie,Bowfin,0,,Ohio (OH),
2015,Erie,Bowfin,0,,Pennsylvania (PA),
2015,Erie,Bowfin,0,,U.S. Total,0
2015,Erie,Bowfin,0,,Canada (ONT),
1978,Erie,Buffalo,57,,Michigan (MI),21
1978,Erie,Buffalo,57,,New York (NY),0
1978,Erie,Buffalo,57,,Ohio (OH),36
1978,Erie,Buffalo,57,,Pennsylvania (PA),0
1978,Erie,Buffalo,57,,U.S. Total,57
1978,Erie,Buffalo,57,,Canada (ONT),0
1979,Erie,Buffalo,52,,Michigan (MI),19
1979,Erie,Buffalo,52,,New York (NY),0
1979,Erie,Buffalo,52,,Ohio (OH),33
1979,Erie,Buffalo,52,,Pennsylvania (PA),0
1979,Erie,Buffalo,52,,U.S. Total,52
1979,Erie,Buffalo,52,,Canada (ONT),0
1980,Erie,Buffalo,65,,Michigan (MI),36
1980,Erie,Buffalo,65,,New York (NY),0
1980,Erie,Buffalo,65,,Ohio (OH),29
1980,Erie,Buffalo,65,,Pennsylvania (PA),0
1980,Erie,Buffalo,65,,U.S. Total,65
1980,Erie,Buffalo,65,,Canada (ONT),0
1981,Erie,Buffalo,62,,Michigan (MI),30
1981,Erie,Buffalo,62,,New York (NY),0
1981,Erie,Buffalo,62,,Ohio (OH),32
1981,Erie,Buffalo,62,,Pennsylvania (PA),0
1981,Erie,Buffalo,62,,U.S. Total,62
1981,Erie,Buffalo,62,,Canada (ONT),0
1982,Erie,Buffalo,58,,Michigan (MI),22
1982,Erie,Buffalo,58,,New York (NY),0
1982,Erie,Buffalo,58,,Ohio (OH),36
1982,Erie,Buffalo,58,,Pennsylvania (PA),0
1982,Erie,Buffalo,58,,U.S. Total,58
1982,Erie,Buffalo,58,,Canada (ONT),0
1983,Erie,Buffalo,52,,Michigan (MI),8
1983,Erie,Buffalo,52,,New York (NY),0
1983,Erie,Buffalo,52,,Ohio (OH),44
1983,Erie,Buffalo,52,,Pennsylvania (PA),0
1983,Erie,Buffalo,52,,U.S. Total,52
1983,Erie,Buffalo,52,,Canada (ONT),0
1984,Erie,Buffalo,60,,Michigan (MI),1
1984,Erie,Buffalo,60,,New York (NY),0
1984,Erie,Buffalo,60,,Ohio (OH),59
1984,Erie,Buffalo,60,,Pennsylvania (PA),0
1984,Erie,Buffalo,60,,U.S. Total,60
1984,Erie,Buffalo,60,,Canada (ONT),0
1985,Erie,Buffalo,79,,Michigan (MI),1
1985,Erie,Buffalo,79,,New York (NY),0
1985,Erie,Buffalo,79,,Ohio (OH),78
1985,Erie,Buffalo,79,,Pennsylvania (PA),0
1985,Erie,Buffalo,79,,U.S. Total,79
1985,Erie,Buffalo,79,,Canada (ONT),0
1986,Erie,Buffalo,68,,Michigan (MI),15
1986,Erie,Buffalo,68,,New York (NY),0
1986,Erie,Buffalo,68,,Ohio (OH),53
1986,Erie,Buffalo,68,,Pennsylvania (PA),0
1986,Erie,Buffalo,68,,U.S. Total,68
1986,Erie,Buffalo,68,,Canada (ONT),0
1987,Erie,Buffalo,68,,Michigan (MI),18
1987,Erie,Buffalo,68,,New York (NY),0
1987,Erie,Buffalo,68,,Ohio (OH),50
1987,Erie,Buffalo,68,,Pennsylvania (PA),0
1987,Erie,Buffalo,68,,U.S. Total,68
1987,Erie,Buffalo,68,,Canada (ONT),0
1988,Erie,Buffalo,54,,Michigan (MI),9
1988,Erie,Buffalo,54,,New York (NY),0
1988,Erie,Buffalo,54,,Ohio (OH),45
1988,Erie,Buffalo,54,,Pennsylvania (PA),0
1988,Erie,Buffalo,54,,U.S. Total,54
1988,Erie,Buffalo,54,,Canada (ONT),0
1989,Erie,Buffalo,93,,Michigan (MI),20
1989,Erie,Buffalo,93,,New York (NY),0
1989,Erie,Buffalo,93,,Ohio (OH),73
1989,Erie,Buffalo,93,,Pennsylvania (PA),0
1989,Erie,Buffalo,93,,U.S. Total,93
1989,Erie,Buffalo,93,,Canada (ONT),0
1990,Erie,Buffalo,172,,Michigan (MI),40
1990,Erie,Buffalo,172,,New York (NY),0
1990,Erie,Buffalo,172,,Ohio (OH),132
1990,Erie,Buffalo,172,,Pennsylvania (PA),0
1990,Erie,Buffalo,172,,U.S. Total,172
1990,Erie,Buffalo,172,,Canada (ONT),0
1991,Erie,Buffalo,203,,Michigan (MI),0
1991,Erie,Buffalo,203,,New York (NY),0
1991,Erie,Buffalo,203,,Ohio (OH),203
1991,Erie,Buffalo,203,,Pennsylvania (PA),0
1991,Erie,Buffalo,203,,U.S. Total,203
1991,Erie,Buffalo,203,,Canada (ONT),0
1992,Erie,Buffalo,397,,Michigan (MI),0
1992,Erie,Buffalo,397,,New York (NY),0
1992,Erie,Buffalo,397,,Ohio (OH),397
1992,Erie,Buffalo,397,,Pennsylvania (PA),0
1992,Erie,Buffalo,397,,U.S. Total,397
1992,Erie,Buffalo,397,,Canada (ONT),0
1993,Erie,Buffalo,345,,Michigan (MI),0
1993,Erie,Buffalo,345,,New York (NY),0
1993,Erie,Buffalo,345,,Ohio (OH),320
1993,Erie,Buffalo,345,,Pennsylvania (PA),0
1993,Erie,Buffalo,345,,U.S. Total,320
1993,Erie,Buffalo,345,,Canada (ONT),25
1994,Erie,Buffalo,295,,Michigan (MI),0
1994,Erie,Buffalo,295,,New York (NY),0
1994,Erie,Buffalo,295,,Ohio (OH),295
1994,Erie,Buffalo,295,,Pennsylvania (PA),0
1994,Erie,Buffalo,295,,U.S. Total,295
1994,Erie,Buffalo,295,,Canada (ONT),0
1995,Erie,Buffalo,270,,Michigan (MI),0
1995,Erie,Buffalo,270,,New York (NY),0
1995,Erie,Buffalo,270,,Ohio (OH),270
1995,Erie,Buffalo,270,,Pennsylvania (PA),0
1995,Erie,Buffalo,270,,U.S. Total,270
1995,Erie,Buffalo,270,,Canada (ONT),0
1996,Erie,Buffalo,368,,Michigan (MI),0
1996,Erie,Buffalo,368,,New York (NY),7
1996,Erie,Buffalo,368,,Ohio (OH),330
1996,Erie,Buffalo,368,,Pennsylvania (PA),0
1996,Erie,Buffalo,368,,U.S. Total,337
1996,Erie,Buffalo,368,,Canada (ONT),31
1997,Erie,Buffalo,445,ONT: Data is Processor weight (thousands of pounds),Michigan (MI),92
1997,Erie,Buffalo,445,ONT: Data is Processor weight (thousands of pounds),New York (NY),0
1997,Erie,Buffalo,445,ONT: Data is Processor weight (thousands of pounds),Ohio (OH),322
1997,Erie,Buffalo,445,ONT: Data is Processor weight (thousands of pounds),Pennsylvania (PA),0
1997,Erie,Buffalo,445,ONT: Data is Processor weight (thousands of pounds),U.S. Total,414
1997,Erie,Buffalo,445,ONT: Data is Processor weight (thousands of pounds),Canada (ONT),31
1998,Erie,Buffalo,350,,Michigan (MI),16
1998,Erie,Buffalo,350,,New York (NY),0
1998,Erie,Buffalo,350,,Ohio (OH),296
1998,Erie,Buffalo,350,,Pennsylvania (PA),0
1998,Erie,Buffalo,350,,U.S. Total,312
1998,Erie,Buffalo,350,,Canada (ONT),38
1999,Erie,Buffalo,325,,Michigan (MI),26
1999,Erie,Buffalo,325,,New York (NY),0
1999,Erie,Buffalo,325,,Ohio (OH),258
1999,Erie,Buffalo,325,,Pennsylvania (PA),0
1999,Erie,Buffalo,325,,U.S. Total,284
1999,Erie,Buffalo,325,,Canada (ONT),41
2000,Erie,Buffalo,217,Canadian data is processor weight,Michigan (MI),28
2000,Erie,Buffalo,217,Canadian data is processor weight,New York (NY),
2000,Erie,Buffalo,217,Canadian data is processor weight,Ohio (OH),162
2000,Erie,Buffalo,217,Canadian data is processor weight,Pennsylvania (PA),
2000,Erie,Buffalo,217,Canadian data is processor weight,U.S. Total,190
2000,Erie,Buffalo,217,Canadian data is processor weight,Canada (ONT),27
2001,Erie,Buffalo,315,Canadian data is processor weight,Michigan (MI),24
2001,Erie,Buffalo,315,Canadian data is processor weight,New York (NY),
2001,Erie,Buffalo,315,Canadian data is processor weight,Ohio (OH),258
2001,Erie,Buffalo,315,Canadian data is processor weight,Pennsylvania (PA),
2001,Erie,Buffalo,315,Canadian data is processor weight,U.S. Total,282
2001,Erie,Buffalo,315,Canadian data is processor weight,Canada (ONT),33
2002,Erie,Buffalo,357,Canadian data is landed weight,Michigan (MI),45
2002,Erie,Buffalo,357,Canadian data is landed weight,New York (NY),282
2002,Erie,Buffalo,357,Canadian data is landed weight,Ohio (OH),
2002,Erie,Buffalo,357,Canadian data is landed weight,Pennsylvania (PA),
2002,Erie,Buffalo,357,Canadian data is landed weight,U.S. Total,327
2002,Erie,Buffalo,357,Canadian data is landed weight,Canada (ONT),30
2003,Erie,Buffalo,329,Canadian data is landed weight,Michigan (MI),9
2003,Erie,Buffalo,329,Canadian data is landed weight,New York (NY),
2003,Erie,Buffalo,329,Canadian data is landed weight,Ohio (OH),279
2003,Erie,Buffalo,329,Canadian data is landed weight,Pennsylvania (PA),
2003,Erie,Buffalo,329,Canadian data is landed weight,U.S. Total,288
2003,Erie,Buffalo,329,Canadian data is landed weight,Canada (ONT),41
2004,Erie,Buffalo,242,,Michigan (MI),19
2004,Erie,Buffalo,242,,New York (NY),
2004,Erie,Buffalo,242,,Ohio (OH),223
2004,Erie,Buffalo,242,,Pennsylvania (PA),
2004,Erie,Buffalo,242,,U.S. Total,242
2004,Erie,Buffalo,242,,Canada (ONT),
2005,Erie,Buffalo,327,,Michigan (MI),97
2005,Erie,Buffalo,327,,New York (NY),230
2005,Erie,Buffalo,327,,Ohio (OH),
2005,Erie,Buffalo,327,,Pennsylvania (PA),
2005,Erie,Buffalo,327,,U.S. Total,327
2005,Erie,Buffalo,327,,Canada (ONT),
2006,Erie,Buffalo,348,,Michigan (MI),85
2006,Erie,Buffalo,348,,New York (NY),
2006,Erie,Buffalo,348,,Ohio (OH),263
2006,Erie,Buffalo,348,,Pennsylvania (PA),
2006,Erie,Buffalo,348,,U.S. Total,348
2006,Erie,Buffalo,348,,Canada (ONT),
2007,Erie,Buffalo,484,,Michigan (MI),215
2007,Erie,Buffalo,484,,New York (NY),
2007,Erie,Buffalo,484,,Ohio (OH),269
2007,Erie,Buffalo,484,,Pennsylvania (PA),
2007,Erie,Buffalo,484,,U.S. Total,484
2007,Erie,Buffalo,484,,Canada (ONT),
2008,Erie,Buffalo,369,,Michigan (MI),143
2008,Erie,Buffalo,369,,New York (NY),
2008,Erie,Buffalo,369,,Ohio (OH),227
2008,Erie,Buffalo,369,,Pennsylvania (PA),
2008,Erie,Buffalo,369,,U.S. Total,369
2008,Erie,Buffalo,369,,Canada (ONT),
2009,Erie,Buffalo,502,,Michigan (MI),130
2009,Erie,Buffalo,502,,New York (NY),
2009,Erie,Buffalo,502,,Ohio (OH),372
2009,Erie,Buffalo,502,,Pennsylvania (PA),
2009,Erie,Buffalo,502,,U.S. Total,502
2009,Erie,Buffalo,502,,Canada (ONT),
2010,Erie,Buffalo,412,,Michigan (MI),69
2010,Erie,Buffalo,412,,New York (NY),
2010,Erie,Buffalo,412,,Ohio (OH),344
2010,Erie,Buffalo,412,,Pennsylvania (PA),
2010,Erie,Buffalo,412,,U.S. Total,412
2010,Erie,Buffalo,412,,Canada (ONT),0
2011,Erie,Buffalo,482,,Michigan (MI),108
2011,Erie,Buffalo,482,,New York (NY),
2011,Erie,Buffalo,482,,Ohio (OH),375
2011,Erie,Buffalo,482,,Pennsylvania (PA),
2011,Erie,Buffalo,482,,U.S. Total,482
2011,Erie,Buffalo,482,,Canada (ONT),
2012,Erie,Buffalo,530,,Michigan (MI),221
2012,Erie,Buffalo,530,,New York (NY),
2012,Erie,Buffalo,530,,Ohio (OH),309
2012,Erie,Buffalo,530,,Pennsylvania (PA),
2012,Erie,Buffalo,530,,U.S. Total,530
2012,Erie,Buffalo,530,,Canada (ONT),
2013,Erie,Buffalo,379,,Michigan (MI),164
2013,Erie,Buffalo,379,,New York (NY),
2013,Erie,Buffalo,379,,Ohio (OH),215
2013,Erie,Buffalo,379,,Pennsylvania (PA),
2013,Erie,Buffalo,379,,U.S. Total,379
2013,Erie,Buffalo,379,,Canada (ONT),
2014,Erie,Buffalo,392,,Michigan (MI),137
2014,Erie,Buffalo,392,,New York (NY),
2014,Erie,Buffalo,392,,Ohio (OH),255
2014,Erie,Buffalo,392,,Pennsylvania (PA),
2014,Erie,Buffalo,392,,U.S. Total,392
2014,Erie,Buffalo,392,,Canada (ONT),0
2015,Erie,Buffalo,325,,Michigan (MI),100
2015,Erie,Buffalo,325,,New York (NY),
2015,Erie,Buffalo,325,,Ohio (OH),225
2015,Erie,Buffalo,325,,Pennsylvania (PA),
2015,Erie,Buffalo,325,,U.S. Total,325
2015,Erie,Buffalo,325,,Canada (ONT),
1913,Erie,Bullheads,,OH: Records cover only part of season.,Michigan (MI),
1913,Erie,Bullheads,,OH: Records cover only part of season.,New York (NY),
1913,Erie,Bullheads,,OH: Records cover only part of season.,Ohio (OH),48
1913,Erie,Bullheads,,OH: Records cover only part of season.,Pennsylvania (PA),
